TIME,LAT,LON,STATE,HUMIDITY,PRECIP,RADIATION,SFCWIND,TEMP
2027-01-16T12:00:00,27.25,-81.75,FLORIDA,86.24635,4.84142,131.40598,2.9969773,18.740936
2027-02-15T00:00:00,27.25,-81.75,FLORIDA,77.78114,0.4767291,187.06503,2.7508852,14.87265
2027-03-16T12:00:00,27.25,-81.75,FLORIDA,79.8151,4.6487393,231.28677,3.193551,17.231201
2027-04-16T00:00:00,27.25,-81.75,FLORIDA,79.809006,3.0892212,229.30305,3.8156252,20.01654
2027-05-16T12:00:00,27.25,-81.75,FLORIDA,75.08875,2.4335861,248.61836,2.8176033,21.867249
2027-06-16T00:00:00,27.25,-81.75,FLORIDA,79.432556,4.7816625,270.52783,2.3217225,24.7695
2027-07-16T12:00:00,27.25,-81.75,FLORIDA,80.78808,5.2658587,255.94173,2.3000998,25.786682
2027-08-16T12:00:00,27.25,-81.75,FLORIDA,83.60299,9.579964,234.62932,1.650403,26.058441
2027-09-16T00:00:00,27.25,-81.75,FLORIDA,88.29848,8.7508955,207.11217,2.0189881,24.653809
2027-10-16T12:00:00,27.25,-81.75,FLORIDA,85.52824,4.5495934,171.59163,2.6873043,23.344208
2027-11-16T00:00:00,27.25,-81.75,FLORIDA,85.5834,3.4918153,118.10847,3.6290698,20.215942
2027-12-16T12:00:00,27.25,-81.75,FLORIDA,83.36291,1.8571453,127.53624,2.699579,16.539734
2028-01-16T12:00:00,27.25,-81.75,FLORIDA,82.802574,2.4080818,139.65353,2.9640691,14.826416
2028-02-15T12:00:00,27.25,-81.75,FLORIDA,81.718575,3.5997202,168.39342,3.1328182,16.753418
2028-03-16T12:00:00,27.25,-81.75,FLORIDA,79.92588,3.330872,194.35889,2.8854475,18.857758
2028-04-16T00:00:00,27.25,-81.75,FLORIDA,75.60126,1.6402898,240.50522,2.7057416,19.80194
2028-05-16T12:00:00,27.25,-81.75,FLORIDA,67.32958,0.4874142,272.5015,2.3722358,23.968475
2028-06-16T00:00:00,27.25,-81.75,FLORIDA,72.22541,6.5472655,262.40454,1.930584,25.921356
2028-07-16T12:00:00,27.25,-81.75,FLORIDA,80.126785,4.4483414,234.91219,2.3803475,25.61267
2028-08-16T12:00:00,27.25,-81.75,FLORIDA,85.12937,7.0554605,251.84454,2.0463943,25.46878
2028-09-16T00:00:00,27.25,-81.75,FLORIDA,88.50201,8.920996,215.88145,1.9388777,24.477081
2028-10-16T12:00:00,27.25,-81.75,FLORIDA,83.16713,3.9671006,174.60448,2.868584,22.22226
2028-11-16T00:00:00,27.25,-81.75,FLORIDA,84.74459,4.67393,143.67404,2.9059758,18.063324
2028-12-16T12:00:00,27.25,-81.75,FLORIDA,82.075645,1.9474123,141.23958,2.8185692,16.508759
2029-01-16T12:00:00,27.25,-81.75,FLORIDA,82.041145,2.2764504,145.33879,2.988071,13.692627
2029-02-15T00:00:00,27.25,-81.75,FLORIDA,81.86752,1.5394504,171.59264,2.896573,16.919067
2029-03-16T12:00:00,27.25,-81.75,FLORIDA,71.718376,1.373124,246.02097,2.9374928,16.796295
2029-04-16T00:00:00,27.25,-81.75,FLORIDA,60.357647,0.10346975,278.49887,2.9614773,19.66098
2029-05-16T12:00:00,27.25,-81.75,FLORIDA,70.25363,2.9516413,281.7135,2.9791424,22.795197
2029-06-16T00:00:00,27.25,-81.75,FLORIDA,83.06426,8.75427,235.75533,2.0348206,24.49472
2029-07-16T12:00:00,27.25,-81.75,FLORIDA,81.29187,4.214949,266.9324,2.2537456,25.42389
2029-08-16T12:00:00,27.25,-81.75,FLORIDA,85.983604,7.9114456,234.21313,2.1714027,25.735504
2029-09-16T00:00:00,27.25,-81.75,FLORIDA,87.965,9.459254,216.92365,2.0472064,24.87149
2029-10-16T12:00:00,27.25,-81.75,FLORIDA,81.721146,2.3511946,181.24312,2.6544225,22.474945
2029-11-16T00:00:00,27.25,-81.75,FLORIDA,80.52177,1.6036528,150.02425,2.7680326,18.29831
2029-12-16T12:00:00,27.25,-81.75,FLORIDA,79.79532,2.5895553,150.56532,2.7235985,13.676788
2030-01-16T12:00:00,27.25,-81.75,FLORIDA,81.65418,2.6149254,140.91095,3.0978186,15.769287
2030-02-15T00:00:00,27.25,-81.75,FLORIDA,81.28093,3.6382809,182.57684,3.3429897,16.11145
2030-03-16T12:00:00,27.25,-81.75,FLORIDA,78.00422,1.9425238,176.03955,2.7407904,20.049652
2030-04-16T00:00:00,27.25,-81.75,FLORIDA,69.257935,0.6590919,240.28157,2.776472,20.749939
2030-05-16T12:00:00,27.25,-81.75,FLORIDA,79.692986,5.1839375,255.34741,2.2024064,22.770813
2030-06-16T00:00:00,27.25,-81.75,FLORIDA,76.59448,4.5586863,250.61682,2.2338252,25.569244
2030-07-16T12:00:00,27.25,-81.75,FLORIDA,71.50648,4.267728,273.2157,2.1957207,27.286957
2030-08-16T12:00:00,27.25,-81.75,FLORIDA,83.72894,7.7390327,223.6365,2.8819408,25.77298
2030-09-16T00:00:00,27.25,-81.75,FLORIDA,84.73195,6.572684,194.84654,2.9886491,24.928955
2030-10-16T12:00:00,27.25,-81.75,FLORIDA,83.602905,2.0884933,181.09848,2.3447785,22.119446
2030-11-16T00:00:00,27.25,-81.75,FLORIDA,81.91872,8.9141655,151.6699,2.743619,17.665863
2030-12-16T12:00:00,27.25,-81.75,FLORIDA,83.52157,3.0935006,136.20479,2.787461,14.602081
2020-01-16T12:00:00,31.25,-98.75,TEXAS,51.97818,1.7659749,159.61288,3.9748254,10.396057
2020-02-15T12:00:00,31.25,-98.75,TEXAS,62.481678,1.867631,175.44006,3.8222685,10.711914
2020-03-16T12:00:00,31.25,-98.75,TEXAS,50.39377,1.2275486,231.22589,4.372661,12.045715
2020-04-16T00:00:00,31.25,-98.75,TEXAS,55.42471,1.9273446,280.20334,4.2805953,18.276398
2020-05-16T12:00:00,31.25,-98.75,TEXAS,71.553345,2.6553888,250.2408,4.9281187,22.129608
2020-06-16T00:00:00,31.25,-98.75,TEXAS,45.186573,1.0511323,333.49988,4.749635,28.513824
2020-07-16T12:00:00,31.25,-98.75,TEXAS,36.209015,0.66899264,320.86493,3.849778,30.42749
2020-08-16T12:00:00,31.25,-98.75,TEXAS,47.437004,1.019754,293.1315,3.8287563,28.67984
2020-09-16T00:00:00,31.25,-98.75,TEXAS,47.156048,1.5436571,244.72293,3.9375582,26.981628
2020-10-16T12:00:00,31.25,-98.75,TEXAS,56.01587,1.1960118,200.22423,3.8032613,19.905457
2020-11-16T00:00:00,31.25,-98.75,TEXAS,57.455296,1.7707397,154.50478,3.7094622,13.760956
2020-12-16T12:00:00,31.25,-98.75,TEXAS,66.50651,0.95124954,124.87178,3.4990456,9.327026
2021-01-16T12:00:00,31.25,-98.75,TEXAS,67.17128,1.6781275,147.21283,3.9077911,8.065491
2021-02-15T00:00:00,31.25,-98.75,TEXAS,48.018555,0.59678113,199.71506,4.5654316,9.41153
2021-03-16T12:00:00,31.25,-98.75,TEXAS,53.318325,1.6202017,240.95276,4.096188,14.828033
2021-04-16T00:00:00,31.25,-98.75,TEXAS,49.397346,1.0532991,271.24603,4.516187,18.347229
2021-05-16T12:00:00,31.25,-98.75,TEXAS,64.932495,3.590868,271.03683,4.4486537,23.229248
2021-06-16T00:00:00,31.25,-98.75,TEXAS,59.4237,1.6253088,303.92838,3.6574235,25.51001
2021-07-16T12:00:00,31.25,-98.75,TEXAS,34.659378,0.44600144,325.72266,4.060693,31.461548
2021-08-16T12:00:00,31.25,-98.75,TEXAS,41.37304,0.8848791,286.2319,3.450806,30.375946
2021-09-16T00:00:00,31.25,-98.75,TEXAS,47.890682,0.9026557,246.80325,4.2940626,26.983704
2021-10-16T12:00:00,31.25,-98.75,TEXAS,39.277046,0.2676384,203.84862,3.6895444,21.475128
2021-11-16T00:00:00,31.25,-98.75,TEXAS,50.923992,0.80920756,156.28004,3.5730119,15.301971
2021-12-16T12:00:00,31.25,-98.75,TEXAS,64.89131,1.8035257,134.07497,3.777666,8.954071
2022-01-16T12:00:00,31.25,-98.75,TEXAS,69.39329,3.1766477,129.51675,3.9754758,4.928772
2022-02-15T00:00:00,31.25,-98.75,TEXAS,72.01525,3.1906304,166.78525,3.9916823,11.028442
2022-03-16T12:00:00,31.25,-98.75,TEXAS,66.93159,1.7378993,220.68236,4.0170236,14.729034
2022-04-16T00:00:00,31.25,-98.75,TEXAS,67.19501,3.1727853,259.76996,3.3667803,16.550415
2022-05-16T12:00:00,31.25,-98.75,TEXAS,78.15125,4.196835,218.28242,3.9545934,20.532135
2022-06-16T00:00:00,31.25,-98.75,TEXAS,64.37807,1.3438859,316.8325,4.4590015,24.719696
2022-07-16T12:00:00,31.25,-98.75,TEXAS,43.82613,1.185627,305.52475,3.651165,30.21054
2022-08-16T12:00:00,31.25,-98.75,TEXAS,57.561584,2.2712867,281.30417,3.334007,27.554108
2022-09-16T00:00:00,31.25,-98.75,TEXAS,52.235355,0.85369587,246.5531,3.1749043,24.54364
2022-10-16T12:00:00,31.25,-98.75,TEXAS,35.014927,0.1140058,211.86845,3.5384347,21.71582
2022-11-16T00:00:00,31.25,-98.75,TEXAS,52.26619,0.39551544,165.8546,3.8063197,18.14621
2022-12-16T12:00:00,31.25,-98.75,TEXAS,39.895252,0.060820494,151.25336,3.7571037,9.646576
2023-01-16T12:00:00,31.25,-98.75,TEXAS,53.26055,1.3603549,146.50836,4.0487437,6.5631104
2023-02-15T00:00:00,31.25,-98.75,TEXAS,48.458775,0.6488221,200.87352,4.3449616,8.908966
2023-03-16T12:00:00,31.25,-98.75,TEXAS,55.23877,2.565639,227.10387,4.2473183,18.60376
2023-04-16T00:00:00,31.25,-98.75,TEXAS,64.04372,3.03199,257.03018,4.430186,19.175873
2023-05-16T12:00:00,31.25,-98.75,TEXAS,56.311176,1.2376078,295.02386,4.517171,25.202362
2023-06-16T00:00:00,31.25,-98.75,TEXAS,63.572445,2.8455992,290.68814,4.4631953,25.217133
2023-07-16T12:00:00,31.25,-98.75,TEXAS,29.445766,0.020529361,330.77734,4.2997656,32.164856
2023-08-16T12:00:00,31.25,-98.75,TEXAS,37.34724,0.38108084,296.29608,3.9436347,30.958496
2023-09-16T00:00:00,31.25,-98.75,TEXAS,39.97992,0.8984597,254.79651,3.4765785,28.57254
2023-10-16T12:00:00,31.25,-98.75,TEXAS,56.019817,2.0718377,183.43263,3.087534,20.405304
2023-11-16T00:00:00,31.25,-98.75,TEXAS,57.048008,0.8601242,160.67165,4.151725,12.141968
2023-12-16T12:00:00,31.25,-98.75,TEXAS,49.851852,0.52528894,146.117,3.8125048,8.053162
2024-01-16T12:00:00,31.25,-98.75,TEXAS,71.34272,4.644792,134.59717,3.8637183,8.067261
2024-02-15T12:00:00,31.25,-98.75,TEXAS,59.769287,1.1005887,190.22441,4.1486225,9.561188
2024-03-16T12:00:00,31.25,-98.75,TEXAS,65.192955,1.7843978,218.4427,4.1475406,12.000275
2024-04-16T00:00:00,31.25,-98.75,TEXAS,65.788475,2.4536822,256.2917,4.5212235,18.13086
2024-05-16T12:00:00,31.25,-98.75,TEXAS,64.24637,1.5717076,288.22528,4.5979548,23.458313
2024-06-16T00:00:00,31.25,-98.75,TEXAS,58.559032,1.9600213,309.86948,4.363913,26.749603
2024-07-16T12:00:00,31.25,-98.75,TEXAS,40.776226,1.4274017,317.27774,4.3852987,30.952423
2024-08-16T12:00:00,31.25,-98.75,TEXAS,47.20482,0.7735136,286.85977,4.0415916,29.378693
2024-09-16T00:00:00,31.25,-98.75,TEXAS,54.95892,1.2737746,238.58304,3.5287008,26.275543
2024-10-16T12:00:00,31.25,-98.75,TEXAS,41.895927,0.55784625,202.3763,3.4289677,21.385376
2024-11-16T00:00:00,31.25,-98.75,TEXAS,62.24833,1.884785,155.6029,3.572402,15.366333
2024-12-16T12:00:00,31.25,-98.75,TEXAS,56.449615,0.7176061,142.71953,4.0530524,9.854553
2025-01-16T12:00:00,31.25,-98.75,TEXAS,34.498417,0,168.57701,4.427535,9.580627
2025-02-15T00:00:00,31.25,-98.75,TEXAS,69.795044,4.2638764,158.40744,3.564624,7.092682
2025-03-16T12:00:00,31.25,-98.75,TEXAS,59.604996,2.1340785,239.28522,4.0907397,13.537048
2025-04-16T00:00:00,31.25,-98.75,TEXAS,58.435604,2.2986753,254.7786,4.7063417,19.153015
2025-05-16T12:00:00,31.25,-98.75,TEXAS,76.52315,4.5466633,245.3114,3.7179003,19.77652
2025-06-16T00:00:00,31.25,-98.75,TEXAS,74.50427,2.3900404,282.55518,3.6795127,23.394836
2025-07-16T12:00:00,31.25,-98.75,TEXAS,47.377827,1.1069285,310.1384,3.2680469,28.492981
2025-08-16T12:00:00,31.25,-98.75,TEXAS,35.134773,0.2640645,303.22614,3.8850107,31.461334
2025-09-16T00:00:00,31.25,-98.75,TEXAS,35.0942,0.66262496,259.41522,3.7318375,26.590302
2025-10-16T12:00:00,31.25,-98.75,TEXAS,44.671146,2.9313855,194.88937,3.485855,23.68814
2025-11-16T00:00:00,31.25,-98.75,TEXAS,55.64752,1.0857754,170.15002,4.4042363,11.821991
2025-12-16T12:00:00,31.25,-98.75,TEXAS,62.98746,2.3274403,136.32187,3.9177997,10.038025
2026-01-16T12:00:00,31.25,-98.75,TEXAS,71.7241,1.8360137,126.72405,4.0476775,9.899689
2026-02-15T00:00:00,31.25,-98.75,TEXAS,75.86093,1.9215335,162.44594,3.4539793,14.842407
2026-03-16T12:00:00,31.25,-98.75,TEXAS,48.870335,0.42734972,258.89175,4.477972,13.511139
2026-04-16T00:00:00,31.25,-98.75,TEXAS,51.11644,1.0015608,290.84515,4.115896,21.580048
2026-05-16T12:00:00,31.25,-98.75,TEXAS,72.36333,4.4098606,250.18633,3.7989132,22.25708
2026-06-16T00:00:00,31.25,-98.75,TEXAS,58.811546,2.4784398,312.0005,3.802603,26.238708
2026-07-16T12:00:00,31.25,-98.75,TEXAS,35.936672,0.28022566,323.78534,4.134686,31.432953
2026-08-16T12:00:00,31.25,-98.75,TEXAS,33.783806,0.29910186,296.0016,4.070131,32.51712
2026-09-16T00:00:00,31.25,-98.75,TEXAS,56.93425,2.4414506,223.18134,3.7422228,26.434906
2026-10-16T12:00:00,31.25,-98.75,TEXAS,43.634922,0.07204349,212.68303,2.8549328,21.587341
2026-11-16T00:00:00,31.25,-98.75,TEXAS,58.80501,2.1534874,153.60025,3.7968533,15.344177
2026-12-16T12:00:00,31.25,-98.75,TEXAS,57.326714,0.34556288,147.82768,3.8800545,10.623383
2027-01-16T12:00:00,31.25,-98.75,TEXAS,37.3101,0.024946786,158.1134,4.7389703,13.635742
2027-02-15T00:00:00,31.25,-98.75,TEXAS,63.423897,2.8014,151.04694,4.1457787,14.998169
2027-03-16T12:00:00,31.25,-98.75,TEXAS,47.492355,0.3916122,259.26587,4.573272,15.13559
2027-04-16T00:00:00,31.25,-98.75,TEXAS,44.239723,1.1205467,280.98358,4.3914824,20.742615
2027-05-16T12:00:00,31.25,-98.75,TEXAS,40.62841,0.38210502,306.00937,5.4704194,26.460358
2027-06-16T00:00:00,31.25,-98.75,TEXAS,44.271755,1.817098,302.67804,3.8596387,28.878296
2027-07-16T12:00:00,31.25,-98.75,TEXAS,38.31736,0.7330724,318.88956,3.9485896,30.84964
2027-08-16T12:00:00,31.25,-98.75,TEXAS,50.514683,2.0191116,279.47318,3.0522559,29.78009
2027-09-16T00:00:00,31.25,-98.75,TEXAS,30.22553,0.119607896,264.63223,3.2396429,27.065186
2027-10-16T12:00:00,31.25,-98.75,TEXAS,51.86014,0.95206773,192.4746,4.4213037,23.110382
2027-11-16T00:00:00,31.25,-98.75,TEXAS,57.94393,0.87462574,157.96216,3.7469387,14.295013
2027-12-16T12:00:00,31.25,-98.75,TEXAS,56.41151,4.004003,143.38696,4.1298256,8.022949
2028-01-16T12:00:00,31.25,-98.75,TEXAS,58.14217,0.3358045,161.93524,3.872241,7.335602
2028-02-15T12:00:00,31.25,-98.75,TEXAS,61.91996,4.545773,172.36685,4.4912143,9.640625
2028-03-16T12:00:00,31.25,-98.75,TEXAS,67.75761,2.2711704,224.49031,3.7627742,12.9800415
2028-04-16T00:00:00,31.25,-98.75,TEXAS,71.30032,3.2157588,234.56914,3.4760578,17.850677
2028-05-16T12:00:00,31.25,-98.75,TEXAS,70.558075,3.4033668,267.725,4.1725264,22.154358
2028-06-16T00:00:00,31.25,-98.75,TEXAS,57.560516,2.20452,311.3699,3.1551192,25.945282
2028-07-16T12:00:00,31.25,-98.75,TEXAS,36.33059,0.28480196,319.9877,4.0813413,31.673706
2028-08-16T12:00:00,31.25,-98.75,TEXAS,37.659714,0.47801182,297.1402,3.5546288,31.274872
2028-09-16T00:00:00,31.25,-98.75,TEXAS,45.441566,1.406005,257.15674,3.5020702,26.493652
2028-10-16T12:00:00,31.25,-98.75,TEXAS,48.657036,0.912014,206.2404,4.080897,21.667145
2028-11-16T00:00:00,31.25,-98.75,TEXAS,50.932068,0.538577,156.73045,3.8782554,16.309143
2028-12-16T12:00:00,31.25,-98.75,TEXAS,54.84882,1.7648184,135.44464,3.961182,10.184814
2029-01-16T12:00:00,31.25,-98.75,TEXAS,64.83943,0.44111598,156.14133,3.792713,7.8578186
2029-02-15T00:00:00,31.25,-98.75,TEXAS,63.144783,1.5314243,187.77963,3.8025355,13.573334
2029-03-16T12:00:00,31.25,-98.75,TEXAS,51.38897,2.1223643,231.90848,4.4308577,15.343231
2029-04-16T00:00:00,31.25,-98.75,TEXAS,44.82482,0.9734079,288.98547,3.5900264,21.294342
2029-05-16T12:00:00,31.25,-98.75,TEXAS,55.069695,2.1164942,272.6842,4.426297,23.628326
2029-06-16T00:00:00,31.25,-98.75,TEXAS,60.39995,2.3330157,306.32065,3.4985979,24.785767
2029-07-16T12:00:00,31.25,-98.75,TEXAS,38.293415,0.56093526,323.45685,4.3444176,30.922333
2029-08-16T12:00:00,31.25,-98.75,TEXAS,42.611267,1.7653841,277.8599,3.568175,30.835266
2029-09-16T00:00:00,31.25,-98.75,TEXAS,62.518044,2.1922297,242.80266,3.0934563,25.985962
2029-10-16T12:00:00,31.25,-98.75,TEXAS,55.479874,2.216483,198.67581,3.5179977,19.819733
2029-11-16T00:00:00,31.25,-98.75,TEXAS,65.04075,2.529721,134.9178,3.4597292,15.524658
2029-12-16T12:00:00,31.25,-98.75,TEXAS,65.17139,0.48894542,146.83148,3.7589777,9.878723
